Event,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Probability
E4358,5.08,4.99,5.94,2.54,7.83,1.66,3.2,5.93,1.0,3.327e-05
E4359,7.53,9.26,7.01,3.11,0.28,2.76,9.59,2.01,3.25,0.00027104
E4360,5.42,3.72,4.65,5.66,0.16,7.68,0.62,0.83,8.55,0.00013732
E4361,9.67,4.42,5.69,5.09,7.1,1.91,1.29,2.67,8.49,0.00015057
E4362,6.38,0.44,1.89,6.41,9.94,7.19,1.06,4.36,2.03,0.00027652
E4363,7.61,0.91,6.06,4.76,2.9,4.77,4.83,0.14,9.99,0.00025822
E4364,5.71,3.65,1.87,2.51,8.68,7.61,9.86,7.49,7.21,0.00037192
E4365,6.14,3.81,5.94,0.64,9.5,8.02,0.3,6.26,3.05,0.00016195
E4366,8.06,3.92,2.46,8.79,1.67,4.99,0.2,8.63,1.45,0.00024206
E4367,8.17,5.26,6.92,8.89,4.22,4.58,6.58,0.04,4.17,0.00035026
E4368,7.72,8.73,8.16,8.41,9.96,4.18,0.67,2.66,8.2,4.029e-05
E4369,5.55,1.98,2.76,2.78,4.2,2.68,0.2,8.71,8.81,0.0001249
E4370,1.12,0.01,5.13,3.58,8.71,4.96,5.59,1.57,6.33,7.625e-05
E4371,1.18,1.92,6.45,9.56,2.63,0.02,2.69,7.01,7.6,0.00028699
E4372,10.0,8.89,6.3,6.87,8.86,2.33,0.23,8.8,9.02,4.434e-05
E4373,4.52,2.82,0.63,5.79,7.81,4.67,7.57,2.79,8.74,4.007e-05
E4374,4.28,4.16,6.55,1.25,6.45,9.42,5.71,3.37,8.27,0.00030825
E4375,7.67,5.04,3.87,8.0,4.09,3.92,4.15,9.51,8.45,0.00031737
E4376,9.94,4.77,6.25,4.18,4.69,9.95,7.06,8.86,5.0,1.155e-05
E4377,9.38,0.73,7.95,0.73,2.47,5.37,1.74,2.76,1.59,4.962e-05
E4378,2.27,6.83,7.95,9.22,0.62,6.08,2.24,1.93,5.52,0.00018858
E4379,6.68,3.65,9.27,2.97,5.4,8.34,7.69,8.71,0.34,0.00022067
E4380,2.1,2.12,6.73,4.61,2.67,7.05,4.95,4.19,1.6,0.00014613
E4381,4.52,6.95,2.03,6.0,5.37,5.79,9.83,5.51,3.4,0.00032665
E4382,7.91,1.11,2.09,0.08,6.23,1.48,2.23,0.69,1.97,0.00039198
E4383,4.82,4.49,0.03,8.51,3.75,8.83,6.47,7.62,1.49,0.00028264
E4384,1.26,8.36,8.38,0.31,7.93,5.65,2.84,6.5,6.66,0.00024268
E4385,3.85,2.14,3.51,7.73,1.95,3.81,2.93,8.74,6.64,0.00014893
E4386,7.84,3.3,9.35,0.47,2.91,2.46,6.86,7.54,7.72,0.00020519
E4387,4.5,2.4,3.82,6.58,0.98,1.72,9.67,6.25,7.39,9.732e-05
E4388,9.56,9.33,5.25,7.36,3.49,3.35,0.89,6.25,8.77,0.00037546
E4389,8.24,7.26,5.93,7.03,8.75,1.41,7.7,6.95,6.78,4.243e-05
E4390,0.14,2.15,5.92,6.13,6.33,2.6,6.4,7.68,9.14,0.00021124
E4391,8.29,0.86,7.39,9.81,1.21,3.5,0.89,4.91,5.73,0.0003075
E4392,5.83,4.03,7.44,3.28,7.34,4.91,9.37,9.57,2.28,9.849e-05
E4393,4.42,1.98,8.61,7.25,0.49,2.05,5.8,3.04,4.75,0.00031574
E4394,4.38,3.31,7.58,4.95,5.43,4.7,8.01,8.98,5.73,0.0001138
E4395,1.54,8.81,0.66,1.23,0.3,2.86,6.4,3.31,5.93,5.26e-06
E4396,2.18,4.41,4.1,9.73,6.36,4.82,6.78,0.66,0.39,3.841e-05
E4397,6.19,7.22,5.29,4.92,4.38,6.56,2.08,6.91,2.06,0.00028375
E4398,3.99,4.23,5.04,1.46,9.98,8.44,7.56,6.51,5.45,4.28e-05
E4399,9.93,0.94,4.4,3.53,1.31,0.77,5.36,8.51,2.21,0.00018365
E4400,7.44,8.15,6.49,7.42,2.05,8.34,7.31,8.77,10.0,0.00031942
E4401,8.43,8.93,3.41,4.71,4.25,4.01,7.1,6.65,0.6,0.00022485
E4402,5.62,1.9,4.42,2.06,3.09,3.42,7.89,0.77,3.98,8.072e-05
E4403,6.06,0.98,4.55,7.24,1.27,1.61,7.02,5.71,8.94,0.00026763
E4404,2.05,8.39,7.46,2.03,8.58,5.89,7.66,5.74,5.72,0.00027612
E4405,3.81,7.13,1.17,5.21,5.18,1.91,7.98,7.29,2.24,6.226e-05
E4406,6.51,0.67,1.68,3.12,7.4,9.79,6.36,0.53,4.39,0.00013786
E4407,6.13,1.41,1.65,4.95,9.76,1.71,8.67,8.09,9.64,0.00018191
E4408,6.59,7.16,5.15,9.35,5.0,9.29,1.77,4.38,6.42,6.698e-05
E4409,5.9,0.21,9.93,3.05,8.92,3.85,0.26,6.32,3.69,0.00023927
E4410,6.51,3.87,0.53,6.91,8.07,8.03,3.13,3.32,9.68,0.00018772
E4411,6.51,5.16,3.33,0.82,2.77,8.58,4.6,0.05,6.8,0.00034755
E4412,8.44,7.51,8.12,4.23,6.1,8.61,1.97,4.29,8.51,0.00014531
E4413,4.54,7.54,4.74,6.62,4.08,1.58,5.57,3.37,5.07,0.00015454
E4414,7.5,5.51,7.89,7.72,7.24,7.6,0.47,6.11,4.0,0.00035745
E4415,1.16,9.48,7.24,6.51,9.29,4.21,2.14,1.59,7.59,0.00011548
E4416,0.6,8.48,7.38,7.24,2.37,3.64,5.88,2.89,5.86,0.00035645
E4417,3.08,9.98,0.2,2.3,1.83,5.84,1.94,6.01,4.23,0.00034902
E4418,6.98,8.52,0.08,3.82,3.67,3.69,6.88,6.27,8.27,0.00034071
E4419,9.49,2.18,4.26,9.02,4.23,7.67,1.34,6.84,2.85,0.00018528
E4420,2.77,3.62,1.29,6.1,3.66,5.87,5.83,2.77,8.3,0.00035177
E4421,1.58,1.86,1.11,2.58,5.32,8.65,5.3,0.65,3.54,0.00024497
E4422,7.31,4.24,8.31,9.0,0.95,3.36,2.4,1.06,2.8,0.00034231
E4423,6.49,4.77,0.75,5.04,1.82,9.44,9.49,4.42,3.58,0.00021382
E4424,3.83,5.57,0.31,8.84,8.43,2.8,2.46,1.51,3.08,0.00029866
E4425,3.84,0.74,6.45,8.24,6.71,4.21,6.06,7.47,1.06,1.08e-05
E4426,7.5,1.84,0.05,6.13,8.7,2.39,4.65,9.54,9.43,0.00018638
E4427,8.22,3.89,9.32,2.17,9.92,5.42,5.33,9.84,4.88,3.171e-05
E4428,2.98,7.57,4.78,2.96,7.86,1.66,8.6,3.0,5.12,6.942e-05
E4429,4.25,9.41,5.88,7.38,6.32,8.65,3.04,7.23,1.63,3.794e-05
E4430,6.17,0.59,6.58,4.57,3.93,8.89,7.62,6.47,2.25,3.443e-05
E4431,7.77,8.33,9.97,1.84,2.34,8.65,9.59,7.36,2.73,0.00028492
E4432,1.16,2.96,6.97,3.06,5.61,1.49,6.85,1.79,0.39,0.00012627
E4433,0.67,0.53,0.4,9.21,0.85,0.54,8.08,1.44,4.86,0.00038901
E4434,3.65,1.47,6.75,8.75,2.82,0.6,7.87,8.29,2.63,0.00037768
E4435,5.19,0.85,7.91,3.86,0.48,5.03,9.63,8.6,2.76,0.0003717
E4436,0.59,8.01,9.26,0.14,1.67,8.23,3.03,9.57,2.55,0.0001403
E4437,3.72,6.02,1.95,9.78,8.39,9.06,3.99,3.57,3.21,8.746e-05
E4438,0.68,1.97,6.34,1.57,7.87,0.82,6.55,8.87,7.53,0.00011676
E4439,6.24,6.96,9.02,8.9,7.56,2.42,0.72,2.79,4.59,1.085e-05
E4440,0.96,7.61,3.85,3.02,9.22,5.63,8.64,6.93,3.68,0.00029763
E4441,0.75,8.06,4.82,6.67,1.29,2.87,9.24,9.87,4.13,0.00012943
E4442,6.92,6.21,7.21,2.45,9.06,6.96,3.81,8.41,7.04,0.00014969
E4443,4.79,0.41,3.86,5.33,5.83,2.23,7.13,3.23,4.77,0.00015302
E4444,4.47,7.62,1.85,7.61,5.87,4.26,5.05,3.61,1.24,0.00031213
E4445,4.42,7.6,6.3,8.76,3.83,6.15,2.51,1.32,4.31,0.00026202
E4446,9.07,6.95,1.1,3.36,9.45,1.11,8.12,4.01,9.65,0.00038812
E4447,8.76,9.95,2.9,2.56,2.04,0.12,5.81,4.89,7.57,0.00029176
E4448,6.11,4.95,1.54,5.46,2.31,0.82,5.9,0.88,3.33,4.161e-05
E4449,2.87,7.54,2.05,5.35,8.1,5.46,5.82,8.4,4.76,0.00032315
E4450,2.8,6.87,0.16,7.0,7.06,6.46,3.69,8.01,8.83,0.00018227
E4451,7.06,1.37,9.85,5.06,2.51,1.91,7.9,3.05,9.35,6.664e-05
E4452,5.83,2.99,6.44,4.05,6.53,6.12,7.94,8.55,0.23,0.00010043
E4453,8.38,4.5,9.64,5.03,7.18,4.29,3.78,6.3,2.14,0.00018677
E4454,8.08,2.94,7.12,7.22,6.94,2.06,0.56,2.06,9.16,0.00038529
E4455,3.14,4.67,6.33,9.5,2.98,1.65,6.99,0.56,9.25,0.00028865
E4456,2.86,6.26,6.51,5.22,5.89,7.9,4.52,3.48,7.37,0.00029451
E4457,4.8,1.27,9.06,3.13,5.33,4.13,3.04,0.41,2.96,0.00029413
E4458,3.36,7.82,3.33,8.77,1.22,5.56,7.99,5.84,2.28,0.00021169
E4459,2.93,7.46,0.25,1.58,1.37,3.01,6.25,4.09,1.27,0.00030113
E4460,1.48,9.56,8.1,9.52,2.48,1.56,8.69,6.28,9.85,0.00024335
E4461,6.61,8.34,3.6,1.72,7.22,2.98,9.14,6.3,6.84,0.00039338
E4462,3.39,7.74,6.13,1.85,9.87,1.11,3.31,2.41,1.4,0.00027201
E4463,1.03,8.46,7.84,0.08,9.61,6.37,4.63,6.34,5.12,6.713e-05
E4464,3.62,2.95,1.42,6.52,5.24,3.25,9.85,2.75,0.87,0.00017332
E4465,5.71,8.8,1.23,4.76,3.16,9.0,9.93,4.61,5.25,0.00021194
E4466,9.29,3.63,2.98,6.48,9.28,2.83,1.47,3.79,3.84,6.828e-05
E4467,4.77,0.93,4.5,0.02,8.46,9.68,1.78,9.84,6.36,5.307e-05
E4468,9.56,8.86,4.86,5.72,7.84,1.12,4.76,9.34,9.5,0.00025496
E4469,0.01,7.57,2.84,3.68,9.17,8.34,2.6,2.47,1.61,0.00029443
E4470,6.28,8.57,7.19,9.44,8.52,6.45,7.23,2.01,6.21,0.00011811
E4471,5.94,6.76,8.13,9.58,2.88,0.22,0.19,4.75,8.73,0.00020017
E4472,1.35,4.52,3.24,2.86,7.32,2.33,0.1,1.99,9.62,0.00034568
E4473,6.37,0.05,4.86,4.79,3.74,0.47,2.34,6.55,5.01,0.00020515
E4474,6.62,4.38,5.36,6.38,8.19,2.99,4.93,8.59,0.52,0.00031209
E4475,9.58,6.04,0.87,7.6,1.08,4.42,1.47,9.65,7.84,0.000196
E4476,3.08,5.2,8.55,4.42,9.78,8.0,2.21,5.64,4.59,0.0002045
E4477,7.35,1.66,4.2,4.96,4.25,9.08,3.35,4.84,8.97,0.00034501
E4478,9.45,1.46,5.47,0.26,0.29,7.21,1.9,5.74,6.5,0.00036888
E4479,6.28,3.03,0.03,0.68,7.62,3.07,1.31,3.84,6.19,7.196e-05
E4480,6.37,8.28,6.31,4.83,5.08,8.17,0.01,5.14,9.72,5.329e-05
E4481,5.77,5.87,9.82,2.66,6.28,3.55,9.98,4.71,7.55,2.582e-05
E4482,0.56,5.27,2.33,3.51,1.18,7.5,5.54,4.24,6.49,3.404e-05
E4483,9.14,7.72,4.54,6.66,1.65,5.62,7.81,6.25,7.51,0.00032079
E4484,9.96,7.52,4.63,5.03,5.49,6.08,6.47,1.08,0.64,3.02e-06
E4485,7.39,2.14,8.56,0.27,3.38,3.39,4.23,9.06,9.95,3.26e-05
E4486,0.36,0.4,2.96,1.51,6.38,4.43,0.79,3.57,8.47,2.896e-05
E4487,6.36,7.89,2.8,9.68,0.31,6.02,3.2,8.3,4.0,0.00018891
E4488,0.77,3.17,7.31,5.84,9.16,6.31,9.03,9.57,3.47,0.00029824
E4489,3.45,2.06,2.56,8.71,1.74,9.64,1.51,8.57,1.57,8.096e-05
E4490,0.97,8.9,7.14,6.6,3.27,3.67,9.54,4.38,6.11,0.00020382
E4491,2.93,6.7,1.07,0.14,4.93,3.12,8.09,3.5,9.08,0.00028314
E4492,3.37,7.47,8.79,5.54,2.19,0.25,5.78,6.84,1.56,0.000293
E4493,2.24,9.06,1.26,6.73,9.23,1.16,6.77,4.31,0.14,0.00024343
E4494,1.52,7.48,9.59,8.26,2.24,2.1,0.85,2.02,9.81,2.251e-05
E4495,0.97,6.24,9.68,0.37,5.0,6.95,7.57,9.8,7.37,0.00031538
E4496,4.25,7.53,3.58,3.26,7.47,0.05,5.59,3.76,0.7,7.077e-05
E4497,9.82,5.23,2.46,2.55,6.79,5.08,2.58,3.78,2.99,0.00011851
E4498,1.86,1.99,5.31,6.74,6.26,6.22,8.38,6.22,0.37,0.00030477
E4499,3.09,1.15,5.52,3.34,3.84,4.56,8.76,5.55,4.28,0.00015278
E4500,6.18,6.97,5.44,5.54,1.34,3.6,2.41,6.96,1.13,0.00024144
E4501,2.25,9.96,6.66,6.26,7.34,8.36,0.34,2.45,3.7,0.00023024
E4502,4.58,4.65,7.45,4.45,2.6,7.5,1.83,5.81,2.1,0.00027603
E4503,3.48,7.98,5.64,1.86,2.75,9.69,7.5,6.08,4.03,2.818e-05
E4504,5.16,1.56,7.72,5.01,0.29,3.49,9.33,5.88,6.14,9.896e-05
E4505,6.54,7.88,1.23,4.27,3.72,7.35,4.89,9.83,9.22,0.00029029
E4506,5.86,3.9,9.76,0.55,0.95,8.28,6.72,0.86,8.16,0.00035337
E4507,9.72,9.83,8.96,7.9,4.97,8.83,1.35,4.33,0.32,0.00018003
E4508,4.34,7.68,4.9,6.78,4.62,6.57,2.27,9.74,7.86,0.00031083
E4509,8.66,1.03,5.23,7.43,6.26,4.05,1.84,9.34,2.61,0.00017548
E4510,2.99,1.11,2.17,2.78,4.07,2.87,2.42,3.66,0.89,0.00025912
E4511,9.2,1.57,8.92,3.6,1.27,0.53,2.23,9.76,9.12,6.984e-05
E4512,5.66,7.13,6.86,2.62,7.28,5.36,8.93,3.21,2.89,0.00012303
E4513,0.13,1.2,6.63,9.52,0.78,6.23,2.94,1.68,8.91,0.00019552
E4514,3.52,2.9,4.17,6.62,4.35,0.93,7.6,7.4,0.49,0.00017725
E4515,6.98,0.24,3.89,4.27,7.06,6.82,2.4,2.08,7.1,4.755e-05
E4516,1.57,7.08,8.04,9.04,4.4,1.48,3.76,5.31,6.07,0.00019246
E4517,3.5,7.09,1.04,9.13,2.28,0.64,4.61,9.45,4.81,0.00010855
E4518,0.26,9.75,2.75,7.63,6.84,9.87,6.33,8.55,4.5,0.00025331
E4519,5.77,2.84,2.83,5.62,8.1,5.57,8.8,7.68,4.73,0.00030204
E4520,0.91,7.9,8.3,5.47,6.51,8.75,6.42,2.23,9.09,1.256e-05
E4521,1.76,1.15,9.85,3.73,8.84,8.28,2.63,8.68,3.77,0.000129
E4522,7.59,4.72,8.47,1.43,8.77,2.57,7.6,5.02,2.98,1.002e-05
E4523,0.14,6.39,3.01,8.25,5.15,9.69,1.51,9.02,1.26,0.00015373
E4524,3.21,9.9,9.95,0.55,6.58,9.52,4.14,5.04,4.92,0.0002618
E4525,7.4,4.44,3.86,5.37,7.38,3.76,0.49,8.3,1.29,0.00024798
E4526,6.11,3.83,8.66,7.01,1.81,5.01,1.12,2.12,3.01,0.00015061
E4527,2.05,1.92,0.07,0.83,1.35,9.62,0.1,3.16,9.66,4.13e-05
E4528,6.79,9.48,0.6,3.1,2.71,1.45,7.49,4.61,3.24,0.00039257
E4529,8.99,5.56,5.38,8.66,6.13,9.47,8.73,9.49,5.26,0.00033338
E4530,2.69,2.76,7.31,4.17,5.59,4.09,8.12,5.15,1.66,0.00038637
E4531,1.3,2.87,7.37,7.9,9.67,6.62,1.12,6.03,3.57,0.00013318
E4532,4.03,4.29,5.0,4.78,7.84,5.93,1.8,8.46,6.84,0.00014966
E4533,2.77,2.91,6.12,4.96,1.95,4.7,8.99,0.46,3.59,9.57e-05
E4534,4.24,9.47,4.59,4.72,0.56,1.12,1.45,4.64,2.39,4.448e-05
E4535,6.78,7.72,9.28,9.25,6.54,6.01,2.86,1.65,9.15,6.486e-05
E4536,0.39,7.59,0.96,0.18,8.77,0.35,0.91,4.1,3.09,0.00037221
E4537,9.01,3.33,6.97,3.07,2.5,8.51,6.1,9.9,7.18,5.851e-05
E4538,1.67,4.74,3.04,0.32,0.42,1.61,9.69,0.03,8.27,6.31e-05
E4539,8.56,4.03,8.14,1.35,9.03,2.27,0.7,8.55,2.39,0.00035273
E4540,1.6,2.84,0.96,2.18,1.06,4.42,9.2,7.74,1.97,0.00034274
E4541,5.04,1.03,3.9,1.92,7.39,4.42,1.15,4.02,0.08,0.00011384
E4542,7.72,9.02,9.4,7.41,9.33,5.94,8.7,4.68,5.94,0.00010505
E4543,9.24,2.2,2.94,1.09,3.01,3.08,7.95,9.97,1.04,0.00029939
E4544,2.67,1.97,7.76,3.78,3.82,2.25,9.58,3.24,9.59,0.00014543
E4545,0.07,5.79,2.58,2.7,1.51,4.88,4.65,6.38,9.55,8.872e-05
E4546,0.08,1.55,5.62,7.67,6.57,3.91,9.37,3.57,9.61,0.00032926
E4547,0.6,0.68,0.81,7.33,6.08,6.71,6.78,6.36,9.31,0.00035374
E4548,2.77,6.84,4.75,3.7,2.8,1.54,2.84,6.32,6.57,7.726e-05
E4549,7.43,2.11,5.21,9.71,3.79,1.53,4.55,8.79,9.45,0.00024725
E4550,5.33,8.76,4.55,1.44,0.5,0.13,8.42,3.76,2.97,1.858e-05
E4551,0.63,7.25,4.49,0.72,2.97,1.43,1.39,4.42,4.57,0.00037212
E4552,5.09,1.83,6.84,8.8,2.7,6.68,4.97,4.49,5.07,2.3e-05
E4553,6.28,0.45,8.55,3.58,3.72,5.39,6.91,9.6,3.08,0.00038703
E4554,0.49,6.01,0.52,6.96,5.01,9.46,9.0,5.43,1.67,0.00020038
E4555,9.76,0.01,9.14,3.31,9.47,4.31,9.88,1.86,1.56,5.635e-05
E4556,1.65,6.88,3.97,0.41,2.59,7.06,6.17,0.72,6.8,0.00025195
E4557,6.89,4.09,8.47,9.22,5.56,5.02,7.01,4.57,2.99,0.00017567
E4558,4.63,2.24,5.65,0.36,0.52,1.41,3.01,6.35,7.33,0.0003611
E4559,8.2,3.1,6.41,9.49,6.12,2.17,3.6,3.6,2.83,0.00026857
E4560,3.25,2.79,0.6,3.95,9.85,6.06,3.35,8.26,9.05,8.63e-06
E4561,6.41,2.55,5.27,9.98,3.27,3.2,9.54,5.15,0.4,0.00037928
E4562,5.58,8.87,5.92,2.3,2.07,7.71,6.76,9.03,0.24,0.00028668
E4563,3.66,4.9,8.32,7.06,2.24,3.58,6.63,9.47,5.45,0.00036986
E4564,9.46,4.28,6.29,4.84,7.73,5.67,3.95,2.4,2.88,0.00030255
E4565,5.02,9.87,2.84,6.78,3.32,8.36,9.31,2.51,2.84,0.00014429
E4566,9.67,8.63,1.52,0.51,5.96,4.22,6.21,5.4,0.94,0.0003454
E4567,3.78,8.01,1.2,2.86,2.54,2.55,9.78,2.51,6.18,0.0002845
E4568,0.13,0.51,8.23,5.36,2.05,2.47,3.82,2.63,1.11,3.381e-05
E4569,0.76,6.62,1.03,2.83,2.71,5.16,9.02,3.39,5.36,0.00038634
E4570,5.57,6.67,0.49,9.06,5.94,9.2,7.44,5.36,7.34,0.0003533
E4571,2.47,2.23,1.04,8.48,8.03,7.69,3.17,1.52,6.0,0.00021873
E4572,5.85,0.42,2.99,5.53,9.02,8.73,9.18,2.31,6.83,0.00015918
E4573,1.96,8.62,4.02,3.66,4.87,3.07,6.43,6.51,6.6,6.417e-05
E4574,2.68,8.18,6.71,7.4,0.54,3.93,9.78,1.61,5.62,0.00035316
E4575,2.39,6.46,8.83,9.67,1.42,5.63,0.74,5.07,5.09,2.987e-05
E4576,7.29,6.72,7.36,3.29,2.55,8.12,5.07,6.86,4.5,0.00013023
E4577,2.41,3.82,2.68,5.82,1.44,2.74,7.86,2.53,2.27,0.00036955
E4578,4.09,9.31,9.24,1.11,2.31,7.75,1.94,2.42,9.79,0.00011689
E4579,9.97,7.23,5.02,4.58,2.0,0.93,8.04,4.06,1.04,0.00012598
E4580,0.47,5.05,2.39,0.48,4.13,9.63,2.71,4.81,8.05,0.00025834
E4581,8.62,7.57,1.9,8.31,2.41,0.57,4.04,0.85,3.87,0.0002801
E4582,2.34,6.07,7.53,3.88,5.1,7.49,6.48,2.92,3.5,0.00026876
E4583,6.77,3.82,4.25,7.37,7.35,0.72,1.09,8.38,6.18,0.00031142
E4584,0.02,3.92,9.02,0.64,5.65,8.41,1.42,2.13,6.51,3.579e-05
E4585,8.59,2.38,0.52,9.24,5.25,9.61,2.81,6.43,4.58,0.00026578
E4586,5.55,4.73,3.39,7.42,2.34,7.87,0.64,9.4,8.52,0.00036867
E4587,8.04,7.52,5.53,6.62,8.89,0.63,5.48,8.33,6.58,0.00011143
E4588,8.26,9.17,3.63,0.36,4.03,4.93,0.89,7.36,5.61,9.766e-05
E4589,0.42,0.57,8.12,4.56,9.97,5.05,4.21,4.41,8.44,3.978e-05
E4590,6.7,7.72,7.56,5.88,0.17,2.93,0.49,5.55,7.54,0.00034925
E4591,5.2,4.36,5.05,6.09,5.15,7.07,0.07,2.23,3.03,0.00010227
E4592,8.82,9.9,3.84,9.96,0.7,5.42,9.29,1.57,4.81,3.745e-05
E4593,3.61,2.69,1.51,0.46,0.04,2.98,6.67,1.81,6.35,0.00010543
E4594,5.62,9.91,3.92,7.91,4.24,8.06,3.37,3.76,9.33,0.0002356
E4595,6.58,0.2,5.57,8.19,9.89,9.61,4.21,3.79,4.96,0.00027884
E4596,5.43,8.36,6.46,8.39,3.6,3.75,0.61,8.2,2.63,8.382e-05
E4597,0.05,7.95,5.23,9.69,2.8,6.44,5.35,9.27,4.8,3.012e-05
E4598,0.34,8.86,4.52,7.45,2.65,8.44,2.41,3.1,1.28,2.035e-05
E4599,6.81,0.96,1.5,0.02,6.89,8.06,7.96,0.21,3.29,0.00028681
E4600,3.8,0.62,2.43,1.95,2.4,9.28,0.64,2.02,9.03,4.58e-06
E4601,3.19,2.66,9.05,9.16,4.85,2.76,9.74,7.39,5.81,4.14e-06
E4602,7.99,2.13,5.36,9.88,2.41,4.14,1.96,6.72,2.09,0.00024414
E4603,1.5,7.94,4.27,9.27,4.44,3.61,3.32,9.07,6.19,0.00031878
E4604,3.68,5.18,6.75,4.0,0.05,3.59,1.47,3.42,8.97,0.00022462
E4605,0.06,5.11,1.06,1.16,1.65,6.67,8.97,3.15,0.65,9.456e-05
E4606,3.57,8.97,6.52,4.89,8.96,1.67,2.99,6.17,7.37,0.00037305
E4607,8.05,2.61,4.0,3.04,5.2,2.72,3.41,1.76,2.0,4.554e-05
E4608,3.12,9.77,6.36,4.37,9.86,2.14,1.48,5.1,7.77,0.00019502
E4609,2.04,3.79,8.25,8.61,5.89,3.41,4.38,4.66,8.84,0.00010195
E4610,7.12,8.58,0.15,1.82,9.47,1.26,8.38,7.03,9.35,0.0001475
E4611,3.82,9.31,9.65,8.24,8.69,8.29,7.1,4.65,1.04,0.00012615
E4612,1.78,5.54,9.64,6.89,1.65,9.62,9.1,7.44,7.38,0.00023729
E4613,0.29,2.35,5.76,3.83,2.14,9.91,6.93,0.74,8.59,0.0002194
E4614,7.82,2.6,6.26,7.7,5.82,6.41,0.83,6.51,6.37,0.00015297
E4615,2.09,5.98,5.8,4.81,8.41,1.78,1.14,4.82,6.86,0.00010434
E4616,5.81,9.32,8.36,0.91,7.95,1.4,6.4,1.3,4.78,0.00011847
E4617,0.36,1.07,5.47,7.42,7.72,9.98,8.69,4.72,9.54,3.087e-05
E4618,6.97,0.39,4.46,2.63,8.14,3.67,1.79,0.89,6.06,0.00014217
E4619,1.81,2.12,6.79,7.15,3.06,7.23,5.07,4.14,0.9,0.00013789
E4620,8.84,5.41,0.55,3.62,0.45,4.85,6.36,6.87,9.47,0.00035072
E4621,3.11,4.24,0.81,5.7,3.44,6.65,3.24,7.48,4.93,3.324e-05
E4622,2.57,0.24,8.68,3.85,3.25,5.57,5.71,9.78,1.4,7.585e-05
E4623,6.01,9.1,4.76,0.4,1.82,9.87,3.02,5.77,8.21,7.6e-06
E4624,6.73,5.62,3.95,0.28,8.09,7.23,3.08,6.74,4.87,0.0003878
E4625,9.85,9.48,8.87,8.19,3.17,4.89,5.66,6.81,3.93,0.00016701
E4626,2.02,3.83,8.67,8.96,2.31,9.75,1.15,9.58,0.14,0.00033403
E4627,1.7,5.64,2.12,5.06,6.86,9.96,2.48,6.48,7.6,0.00015718
E4628,7.56,1.72,1.24,0.72,2.33,0.89,8.81,7.99,1.62,0.00029928
E4629,1.76,2.31,5.62,1.82,3.7,2.37,3.27,1.79,5.46,0.00033494
E4630,1.25,2.81,1.22,7.2,8.06,1.58,4.86,3.03,7.36,0.00014017
E4631,6.0,7.21,5.23,9.33,1.97,1.54,0.84,1.68,5.62,0.00016483
E4632,3.34,8.72,9.51,9.52,8.49,5.15,3.72,6.8,4.93,0.00011699
E4633,6.79,5.53,5.72,6.37,9.3,2.1,8.7,0.23,9.93,5.046e-05
E4634,3.16,9.7,4.08,5.13,1.93,8.82,7.77,2.73,6.36,1.074e-05
E4635,6.88,8.44,0.28,4.96,6.43,2.85,4.32,0.84,8.79,0.00025707
E4636,4.52,8.34,9.58,0.09,7.43,8.25,4.28,5.85,5.4,3.606e-05
E4637,7.98,2.94,3.45,0.2,8.34,9.74,0.44,4.51,9.11,5.919e-05
E4638,5.63,7.3,5.6,1.69,0.2,6.71,7.76,6.93,6.12,0.00014609
E4639,2.15,6.91,9.23,8.89,1.99,3.28,4.82,6.65,9.02,0.00033205
E4640,1.02,5.17,3.32,6.45,1.77,4.61,1.45,3.3,7.1,0.00020631
E4641,4.06,3.59,3.0,7.2,6.68,1.26,0.67,3.29,8.63,8.962e-05
E4642,8.63,2.3,4.6,1.18,8.8,9.93,5.48,7.42,0.48,0.00031665
E4643,6.99,5.45,4.8,1.66,3.02,9.67,5.58,0.16,6.1,2.456e-05
E4644,5.45,9.03,9.26,0.08,0.82,5.51,0.08,7.78,7.48,0.00021161
E4645,3.13,0.44,1.34,8.66,9.53,4.51,9.06,8.39,1.28,0.00018346
E4646,2.81,4.76,6.14,5.58,8.31,7.9,6.0,0.06,1.63,0.00026123
E4647,7.35,7.23,3.71,2.8,5.63,2.87,6.03,8.07,6.98,0.00016704
E4648,2.03,4.96,8.49,1.13,3.49,4.35,9.24,3.54,7.0,0.00016307
E4649,9.91,7.22,2.5,2.29,9.91,6.95,1.35,6.16,2.0,0.00014114
E4650,1.45,6.9,6.95,6.48,1.87,3.23,8.94,6.54,5.84,0.00036509
E4651,2.69,1.39,0.53,3.01,5.02,1.08,8.64,9.22,4.27,0.00025467
E4652,8.5,5.6,9.73,3.11,5.35,1.12,8.62,9.26,9.52,0.00028222
E4653,3.45,6.55,5.53,3.4,7.11,1.94,2.3,0.2,4.82,0.00034032
E4654,1.43,6.83,5.7,3.87,7.53,8.56,1.36,2.03,8.56,0.00027844
E4655,7.16,3.35,3.29,5.94,1.57,8.79,6.95,1.79,9.4,7.105e-05
E4656,3.04,4.59,1.47,6.45,7.6,1.89,8.92,0.69,2.79,0.00016948
E4657,2.42,6.53,1.45,8.44,2.57,5.94,7.44,2.96,7.75,0.00030846
E4658,8.22,6.49,8.51,8.3,7.33,7.83,4.49,5.57,9.12,0.00022304
